0,0,0,0,0,0,0,
2,2,2,2,2,2,67,
3,3,88,3,3,3,3,
4,4,4,4,4,25,25,
5,5,5,5,5,5,5,
6,6,6,95,95,6,6,
9,9,9,9,40,9,25,
11,11,11,11,11,11,11,
12,12,22,33,33,12,95,
14,14,24,14,14,14,14,
15,15,15,22,22,15,15,
16,16,16,16,15,16,77,
22,22,22,22,22,22,22,
24,11,11,24,24,24,24,
25,25,86,25,25,25,25,
26,91,91,26,26,26,95,
28,28,92,28,12,11,11,
29,29,75,28,28,29,96,
30,30,78,30,30,32,32,
32,32,32,32,32,32,32,
33,53,53,33,33,63,63,
34,34,34,34,34,34,34,
35,35,11,35,88,11,11,
36,25,82,36,36,36,73,
37,37,37,5,5,37,37,
39,39,88,86,86,92,92,
40,2,2,40,40,83,83,
41,41,41,41,41,73,78,
42,42,42,30,30,42,42,
43,43,63,96,96,43,43,
44,53,53,43,43,84,84,
45,45,15,51,71,45,90,
46,83,83,46,46,51,51,
47,59,63,4,73,71,71,
48,48,48,48,73,48,48,
49,3,3,80,80,92,81,
50,92,92,67,67,3,94,
51,51,51,51,51,51,51,
53,53,86,53,53,63,96,
54,73,73,96,96,54,54,
55,55,55,55,55,55,55,
56,88,95,51,94,56,2,
57,67,67,88,57,57,69,
58,58,58,11,11,63,92,
59,59,59,59,59,59,59,
60,40,40,4,4,64,64,
61,61,12,61,61,61,86,
62,62,62,62,62,62,25,
63,63,55,63,63,63,58,
64,64,85,50,50,50,50,
65,65,65,65,65,65,65,
67,67,67,67,67,67,67,
69,33,73,15,15,69,69,
71,71,71,71,71,71,54,
73,26,95,73,3,73,81,
75,75,75,75,11,75,75,
76,76,76,32,32,76,77,
77,0,73,99,50,77,30,
78,78,78,78,78,78,73,
79,79,11,79,28,79,79,
80,80,26,73,73,30,41,
81,81,24,81,81,81,3,
82,82,82,88,67,82,24,
83,83,83,83,83,83,83,
84,84,84,84,84,84,84,
85,92,88,16,16,16,16,
86,2,2,86,86,81,81,
87,87,96,32,32,87,87,
88,15,15,88,91,88,73,
90,90,90,90,90,90,90,
91,73,73,91,54,91,77,
92,92,92,92,15,92,0,
94,94,94,16,16,33,33,
95,95,82,95,34,46,46,
96,96,62,15,92,96,50,
97,28,50,97,97,96,30,
99,75,75,99,59,78,78,
