0,592,22413,1967,33520,999,999,
2,1043,36322,663,371,180,49855,
3,2114,75545,382,1166,1666,1044,
5,12822,42882,39978,71069,2883,60800,
6,5193,17073,15031,33274,364,10568,
8,207,588,54991,43929,35464,38588,
51,62252,29881,11533,4593,3500,6945,
70,2002,33527,1526,4771,18996,74276,
71,7968,1090,24575,63898,61968,8841,
87,43195,15243,18233,23203,1168,16152,
88,2207,64474,64157,33235,585,17918,
89,9806,42625,15247,61521,62109,6747,
97,16307,60281,7774,9827,6505,39904,
132,51381,6817,449,2605,1578,7643,
133,1385,6453,46832,4525,12840,30356,
134,740,5302,1465,11109,6881,72355,
136,1053,59291,1989,23123,4164,73751,
137,15108,23111,74204,47861,1993,29424,
138,2208,1688,44496,23621,137,22058,
140,33581,56170,51376,55938,207,531,
141,246,2175,822,17265,74513,18480,
142,170,39304,1696,1535,994,19993,
144,15914,17180,15201,14178,30657,43261,
145,39882,2955,367,416,74467,44831,
148,15038,39012,74105,60974,26664,75586,
155,40044,36707,18304,18799,18823,16497,
156,11422,47534,42871,49321,495,1169,
157,1135,4642,5600,45982,3,374,
170,48051,11287,36038,43273,3999,9559,
171,46832,48458,29909,1001,27719,36741,
172,17740,73433,33812,11999,1777,26081,
173,3203,13963,42865,7295,8206,64989,
174,14366,12559,33060,20384,59508,46800,
175,3205,33089,64005,5194,41758,33396,
176,22936,60889,46389,4459,8022,9662,
177,4254,5543,5873,9918,43454,33204,
179,11397,43424,60031,2556,175,18115,
180,42875,73977,10488,43799,35523,36919,
187,70386,17997,38032,16911,16497,38896,
188,37585,36664,367,807,1044,73679,
189,4069,3146,1087,41982,4776,16930,
192,1995,5581,53572,43320,33274,9542,
193,71669,25952,734,2114,50001,34724,
194,1086,1300,18479,10788,8147,11892,
205,870,8038,171,1535,2116,7385,
206,1279,10639,738,20498,601,8481,
207,1506,706,173,58997,1171,1464,
208,744,38629,2308,34966,1899,48458,
213,133,4359,1777,5491,2017,988,
246,8974,5358,3580,61319,34065,63587,
247,2585,19991,4337,7856,15499,16564,
250,73363,73590,660,7716,17217,6476,
265,3378,6194,29623,17730,25756,7884,
267,3977,15645,7797,3665,18914,33218,
280,18287,18077,44913,23233,43806,9615,
285,14756,8750,2178,50180,1302,328,
286,49076,66494,250,33732,890,42445,
287,446,1484,1666,133,138,30359,
288,1012,5547,2057,603,895,5300,
289,440,1216,1590,47996,1032,41758,
290,34185,8868,6032,10421,2018,1495,
303,1988,829,18570,5065,67547,57692,
314,23311,18042,75378,35035,37080,4054,
315,1869,4883,9189,3577,4054,4597,
316,4355,2093,71,1840,72426,70329,
317,1637,26224,3965,67528,4560,2605,
318,25218,10049,700,26075,42862,41613,
328,10499,10509,43322,8934,4468,48473,
329,7124,61622,20056,75297,34864,5645,
337,1135,2447,23410,40693,35966,43704,
340,48232,5010,38169,25708,1987,12984,
341,1777,17581,16024,1392,1993,1032,
344,1003,10234,8145,8038,3450,38374,
345,61904,7981,6751,14702,419,24605,
346,1117,17792,732,12820,2967,44134,
347,1548,30499,60433,6580,265,59027,
349,2291,24571,604,43513,7908,20397,
363,18334,18851,2206,11288,1840,37993,
364,29575,57678,18361,55272,36707,33037,
367,329,34305,14313,22914,2236,17855,
370,6575,50061,6627,33672,34677,36668,
371,15627,49617,1090,55192,74195,6021,
373,8296,5859,42464,43710,5447,60316,
374,4459,35847,4256,44621,8609,5076,
379,19652,37208,12826,737,62510,5412,
381,38062,637,26942,61036,62557,43524,
382,19637,7525,923,42325,1468,16661,
399,13970,14412,58995,11703,48158,33417,
406,1468,9087,382,8397,439,1473,
408,1989,40105,207,187,2014,50224,
413,827,1553,441,1967,406,637,
415,705,2853,3449,8624,60645,14442,
416,8295,30976,33522,54849,43632,38594,
417,2585,28055,1070,2704,10755,26408,
418,12054,8291,1842,14680,17714,415,
419,23373,14251,72096,6819,1003,60837,
420,442,1090,1553,33779,370,38635,
421,13262,37261,88,31901,47758,43197,
428,2057,4350,44618,43560,341,1412,
437,1159,155,179,1005,1905,15556,
438,1989,58290,660,44459,824,8208,
439,1153,29292,136,59249,1965,22445,
440,1467,63767,379,74106,1720,344,
441,1448,8950,2208,12201,1716,373,
442,1470,42893,655,2015,3,1990,
444,1601,46875,21286,45123,19441,23202,
445,8013,42883,19984,39346,839,73217,
446,6709,16061,133,156,15091,59131,
448,1009,51984,20832,74512,616,53587,
449,53585,29433,60183,57227,16152,49224,
471,733,44353,1012,1132,2205,318,
492,2002,18150,908,40045,879,345,
494,616,7655,1296,27908,1965,246,
495,1135,47655,1166,54972,142,33722,
504,706,18479,18122,38302,1966,17714,
507,1467,14442,1494,945,170,13272,
508,2309,37969,440,1468,16666,60724,
509,2004,74513,8,36561,23174,18457,
510,317,2700,61969,42257,370,1466,
511,75631,10280,8417,50109,2005,1535,
531,27992,18482,2007,74005,714,18457,
585,1279,2510,4562,50155,1030,317,
588,2760,42664,7870,16056,35439,8574,
590,21407,61472,14955,44475,16938,43794,
592,8943,4654,24560,53807,61706,33580,
600,3224,52508,1153,10247,5836,8846,
601,382,2233,14638,14014,25313,4261,
603,8555,7296,507,45512,6395,60547,
604,35847,60710,36261,34098,14335,43863,
607,16786,58410,62492,10390,42470,74339,
616,26013,64187,25987,61909,4509,57245,
636,41938,67485,35661,11949,34202,56939,
637,60037,36067,61851,7089,12135,31592,
638,13149,14932,12292,11039,15632,8693,
640,6163,10299,4167,7192,25788,52154,
641,2048,58287,20467,34353,17913,7249,
642,736,7275,48013,20599,75608,44282,
644,14138,9396,1163,53231,2018,19617,
645,1592,14703,28061,53810,58360,72501,
655,1279,60658,788,74487,60721,3921,
656,180,9233,142,51380,1017,61303,
659,661,3336,8038,34227,72643,6478,
660,4537,52225,10219,62329,24474,32069,
661,11756,10929,13148,3731,3665,8992,
662,54604,2747,4565,15895,59250,2902,
663,172,4642,7737,9149,1680,1087,
685,1153,3977,923,64883,416,74600,
694,1034,1716,890,43560,1592,74921,
700,9396,14667,40149,39018,15038,28608,
705,18882,4337,33973,13963,28982,34276,
706,41173,36993,10389,821,11647,50083,
711,61041,61726,2585,17844,16448,51359,
712,10594,6617,48957,6163,42995,40701,
713,33527,8576,10919,47106,14833,32277,
714,17776,56675,10771,50039,12541,38211,
731,4076,41982,2850,10237,24585,9877,
732,1601,2558,15477,5833,193,265,
733,18645,43892,713,6983,1031,28181,
734,4729,7799,57981,8699,50462,12922,
736,18326,23374,36664,44422,14660,13803,
737,33916,75522,33816,20494,1016,2320,
738,16009,8592,340,171,636,44463,
740,1308,714,2046,26162,1670,1138,
742,56868,11163,7969,5454,510,14427,
744,2207,26992,2012,655,8279,11947,
788,449,2118,6,2008,1300,999,
807,1837,7655,418,17061,987,59245,
821,47186,44945,11565,61237,75255,2516,
822,60202,7895,49566,3793,48913,46605,
824,13339,11401,33526,53752,4346,13099,
826,36839,26649,1032,49113,17072,51299,
827,14071,27018,446,381,38399,69181,
828,36253,37496,2069,6472,33212,61951,
829,1216,5691,641,48730,35127,55387,
832,34186,59408,4914,2975,157,10363,
837,35795,46879,42652,29445,13181,10320,
839,26649,13208,55231,9533,8800,7026,
843,17411,7979,31518,9388,8853,17509,
844,26522,59880,10484,6604,2016,4270,
845,26918,16421,10611,7931,4590,38007,
857,250,38302,2153,14248,988,31518,
858,133,1087,714,1685,740,1297,
859,1040,5004,1745,9624,945,12263,
870,9502,67215,64434,10432,1008,18317,
877,1905,22950,826,35489,494,2205,
879,18494,23834,1592,9161,14176,3924,
890,16664,6752,7498,37113,45979,20137,
894,29134,2019,44507,38592,5429,35838,
895,42670,17511,53383,37968,11120,16664,
908,1090,6817,4529,64265,40623,41464,
909,1012,1005,421,48633,2161,52942,
911,1688,47623,20135,9500,2652,12869,
923,41267,1006,15006,71668,33933,37585,
933,48725,74164,34411,1169,636,1899,
945,2048,60617,5426,62924,61154,7876,
987,12652,54732,9117,74863,16512,7121,
