2,163,5472,918,1941,2308,788,2796,33,5419,
5,709,5950,4602,5767,5031,5039,5848,5556,1749,
6,1530,4957,5722,3473,840,3957,5575,5142,1420,
8,5039,2643,2387,3057,4666,4508,5074,594,5070,
9,3475,752,5096,5795,2978,5615,1199,1395,3391,
10,148,1884,5084,4335,2187,1451,4335,5420,4186,
11,2777,5097,3435,1930,5811,3807,3733,1167,3589,
13,4816,5172,3400,2015,5318,996,5177,2259,163,
15,2760,4078,95,278,2484,996,1163,4089,1182,
17,17,204,5947,733,4040,3272,4995,5241,2421,
18,4591,3807,5605,1058,2161,4626,4412,515,2172,
19,321,5905,3046,3569,1470,678,169,1564,5854,
22,1151,5754,3696,2576,4647,2145,5880,2202,2109,
23,5490,4190,5682,3110,3511,2030,3512,3320,5229,
24,1050,2659,2389,4589,3163,5664,3487,4279,5925,
25,1202,5691,3422,1311,4162,1230,4917,202,1322,
26,5100,524,5779,5441,1377,5371,2810,4345,3562,
27,1896,1861,3367,3754,10,5153,956,4425,3526,
28,5763,1692,5042,1465,327,4186,4738,855,3191,
29,5367,424,1311,2748,5582,4708,4009,4656,877,
31,5854,366,5287,1377,4083,4028,3556,139,1017,
33,4568,1992,4227,6018,1699,3498,5906,3885,4016,
34,1584,1836,1922,749,4302,2264,5636,4085,655,
35,97,4447,2685,1759,5960,537,1523,3452,5517,
36,4140,5583,3425,3614,5359,5662,4821,5896,2008,
38,843,3756,1158,1059,4322,4728,1962,2541,4898,
39,3470,4813,132,5005,3037,4033,3698,5158,5090,
40,4243,4042,4351,1390,3612,973,2110,713,5239,
42,62,5734,1053,988,5959,3756,2583,1298,4033,
44,1340,1317,4387,4028,1422,3391,3963,4141,2529,
45,2222,832,3511,4631,601,5689,1301,366,5483,
48,5650,3569,1470,2508,699,5333,3031,3384,4306,
49,3138,802,59,509,96,2022,549,752,5763,
52,303,2692,4531,4387,4279,5874,5682,5649,2445,
53,3926,5649,5268,5978,195,3323,5268,5692,5271,
56,5386,396,4193,1502,1837,2084,3031,5903,570,
57,5300,3208,4021,181,4510,996,787,2837,1647,
58,319,3312,5137,714,2736,702,2168,5305,3007,
59,6001,3320,5293,1103,1119,1587,5448,5753,1117,
60,4345,1087,4207,498,2054,550,2728,3868,306,
62,2109,3855,240,509,4379,131,3898,319,802,
63,2355,5744,1150,1932,1450,1015,3942,4170,2559,
65,5903,1367,5884,272,1242,1365,3312,1017,3420,
67,3976,4779,4746,1101,4858,3055,3732,3751,1288,
68,4653,2922,2109,4865,3859,5518,1019,3885,3720,
69,1632,3444,1694,3824,531,3423,955,2478,5349,
73,3579,4210,2873,4607,585,4096,4016,4048,2909,
75,3180,1297,114,3615,5558,1183,4979,1798,2878,
76,3789,3203,1982,6016,1812,3285,308,5710,5978,
78,5085,1884,2628,107,5041,5752,2665,5643,988,
81,1339,3311,5134,1837,4802,1884,3159,5585,1019,
82,3259,3940,2453,533,713,4715,5676,3259,2957,
