7,32,1
7,14,1
7,33,1
8,34,1
8,35,1
8,14,1
8,36,1
8,32,1
8,37,1
13,46,1
13,43,1
13,47,1
13,14,1
13,30,1
13,48,1
17,40,1
17,62,1
17,63,1
17,64,1
17,10,1
17,65,1
19,70,1
19,53,1
19,71,1
19,21,1
19,72,1
19,73,1
20,73,1
20,17,1
20,30,1
20,14,1
20,75,1
27,94,1
27,3,1
27,76,1
27,95,1
27,10,1
27,78,1
27,96,1
38,46,1
38,17,1
38,53,1
38,10,1
38,130,1
38,32,1
38,131,1
52,48,1
52,62,1
52,119,1
68,189,1
68,190,1
68,75,1
68,191,1
68,192,1
68,193,1
68,194,1
68,195,1
68,85,1
68,196,1
68,197,1
68,198,1
68,199,1
68,150,1
68,179,1
68,76,1
68,200,1
68,16,1
68,201,1
68,151,1
68,202,1
68,203,1
68,67,1
68,40,1
68,49,1
68,39,1
68,204,1
68,205,1
68,118,1
68,206,1
68,4,1
68,100,1
68,177,1
68,172,1
68,128,1
68,18,1
68,207,1
68,208,1
68,209,1
68,66,1
68,29,1
68,87,1
68,214,1
68,215,1
68,216,1
68,217,1
68,218,1
68,219,1
70,14,1
70,30,1
70,137,1
70,77,1
70,41,1
72,64,1
72,137,1
72,4,1
72,100,1
72,226,1
72,227,1
72,11,1
72,29,1
72,228,1
72,53,1
72,229,1
72,3,1
72,117,1
72,230,1
72,140,1
72,223,1
72,231,1
72,112,1
72,149,1
72,21,1
75,75,1
75,2,1
75,236,1
96,49,1
96,17,1
96,262,1
96,276,1
106,26,1
106,97,1
106,18,1
106,29,1
111,55,1
111,292,1
111,291,1
111,53,1
111,46,1
111,49,1
111,17,1
111,293,1
117,91,1
117,161,1
117,294,1
117,201,1
117,295,1
119,140,1
119,103,1
119,174,1
122,172,1
122,15,1
124,303,1
124,112,1
124,304,1
126,32,1
126,10,1
126,42,1
130,10,1
130,287,1
130,182,1
130,3,1
130,308,1
130,90,1
130,309,1
130,172,1
130,300,1
130,310,1
130,215,1
148,3,1
148,18,1
148,20,1
151,274,1
151,281,1
151,15,1
152,89,1
152,336,1
152,107,1
155,196,1
155,297,1
155,308,1
155,99,1
157,341,1
157,306,1
157,15,1
159,193,1
159,313,1
159,3,1
159,129,1
159,146,1
159,236,1
163,90,1
163,137,1
163,348,1
163,127,1
163,15,1
164,22,1
164,75,1
164,303,1
164,41,1
164,193,1
164,55,1
164,233,1
164,172,1
164,329,1
164,63,1
164,23,1
164,53,1
164,26,1
164,29,1
164,121,1
164,208,1
164,14,1
164,340,1
164,349,1
164,128,1
164,7,1
171,131,1
171,98,1
171,282,1
171,304,1
171,312,1
171,95,1
171,109,1
171,31,1
171,186,1
171,305,1
171,353,1
171,177,1
171,63,1
171,29,1
171,117,1
172,10,1
172,64,1
172,40,1
173,45,1
173,269,1
173,57,1
173,223,1
173,354,1
185,118,1
185,75,1
185,316,1
185,153,1
185,379,1
185,7,1
192,17,1
192,131,1
192,136,1
192,10,1
201,117,1
201,14,1
201,9,1
201,410,1
201,203,1
201,31,1
201,357,1
201,76,1
201,68,1
201,149,1
201,511,1
201,207,1
201,16,1
201,184,1
201,229,1
201,10,1
201,512,1
201,21,1
201,359,1
201,513,1
201,43,1
201,468,1
201,514,1
221,46,1
221,233,1
221,232,1
221,10,1
221,171,1
221,145,1
221,20,1
222,3,1
222,10,1
222,174,1
231,203,1
231,162,1
233,95,1
233,173,1
233,339,1
233,92,1
233,158,1
233,231,1
233,367,1
233,408,1
233,230,1
233,121,1
233,520,1
233,506,1
233,7,1
237,90,1
237,139,1
237,521,1
237,16,1
237,58,1
237,181,1
240,27,1
240,46,1
240,174,1
240,17,1
240,235,1
240,168,1
240,146,1
253,26,1
253,179,1
253,414,1
253,138,1
253,24,1
253,315,1
253,49,1
253,191,1
253,224,1
253,150,1
253,363,1
253,362,1
253,33,1
253,303,1
253,333,1
253,262,1
253,198,1
253,8,1
253,76,1
253,196,1
253,197,1
253,67,1
253,285,1
253,56,1
253,236,1
253,127,1
253,297,1
253,157,1
253,132,1
253,307,1
253,470,1
253,488,1
253,314,1
253,524,1
253,506,1
253,7,1
264,66,1
264,109,1
264,528,1
264,289,1
264,53,1
264,10,1
264,267,1
267,17,1
267,19,1
267,241,1
267,232,1
271,90,1
271,231,1
271,291,1
271,187,1
271,420,1
271,308,1
271,105,1
277,111,1
277,31,1
277,78,1
284,122,1
284,287,1
284,119,1
284,184,1
284,300,1
284,348,1
285,10,1
285,53,1
285,240,1
287,287,1
287,300,1
287,242,1
287,438,1
287,53,1
287,157,1
287,154,1
287,70,1
287,68,1
287,3,1
289,17,1
289,175,1
289,55,1
289,137,1
289,46,1
289,157,1
289,130,1
289,240,1
289,98,1
289,148,1
289,14,1
290,269,1
290,10,1
290,53,1
290,174,1
290,15,1
293,264,1
293,150,1
293,142,1
293,89,1
293,530,1
293,356,1
293,392,1
293,197,1
293,179,1
293,313,1
293,531,1
293,15,1
293,245,1
293,43,1
293,309,1
293,11,1
295,300,1
295,287,1
295,458,1
295,522,1
295,263,1
295,317,1
295,89,1
295,184,1
295,378,1
295,183,1
295,506,1
295,140,1
300,172,1
300,121,1
300,132,1
300,426,1
300,105,1
300,367,1
300,517,1
300,3,1
300,488,1
300,27,1
307,179,1
307,94,1
307,227,1
307,244,1
307,90,1
307,368,1
307,345,1
307,75,1
307,138,1
307,158,1
307,219,1
307,452,1
307,430,1
307,359,1
307,88,1
307,467,1
307,308,1
307,299,1
307,207,1
307,531,1
307,457,1
307,186,1
307,40,1
307,3,1
307,282,1
307,23,1
307,105,1
307,104,1
307,539,1
307,412,1
307,340,1
307,341,1
307,506,1
307,507,1
312,386,1
312,406,1
312,65,1
312,17,1
313,17,1
313,18,1
313,130,1
313,10,1
313,23,1
313,73,1
314,10,1
314,14,1
314,137,1
314,53,1
314,3,1
314,104,1
314,107,1
315,10,1
315,98,1
315,137,1
315,18,1
315,19,1
315,67,1
315,174,1
315,541,1
335,75,1
335,137,1
335,15,1
366,5,1
366,262,1
366,287,1
366,224,1
366,153,1
379,16,1
379,138,1
379,75,1
379,10,1
379,265,1
379,433,1
381,42,1
381,10,1
381,182,1
384,138,1
384,90,1
384,179,1
388,23,1
388,137,1
388,65,1
397,31,1
397,182,1
397,287,1
397,227,1
397,16,1
397,62,1
397,338,1
397,78,1
397,113,1
397,64,1
397,87,1
400,26,1
400,18,1
400,292,1
400,98,1
400,425,1
400,17,1
400,46,1
400,232,1
400,19,1
400,131,1
400,30,1
400,10,1
400,13,1
400,240,1
400,53,1
400,313,1
400,444,1
400,563,1
402,91,1
402,89,1
402,3,1
402,14,1
402,282,1
404,29,1
404,399,1
404,402,1
405,544,1
405,138,1
405,85,1
406,18,1
406,17,1
406,19,1
406,0,1
413,195,1
413,145,1
413,446,1
413,517,1
415,92,1
415,141,1
415,153,1
415,144,1
415,477,1
415,567,1
421,187,1
421,16,1
421,3,1
423,42,1
423,10,1
423,44,1
424,358,1
424,39,1
424,53,1
440,3,1
440,107,1
440,53,1
441,5,1
441,256,1
441,243,1
446,14,1
446,30,1
446,271,1
446,17,1
461,187,1
461,145,1
461,239,1
461,69,1
461,117,1
462,269,1
462,26,1
462,240,1
462,46,1
462,533,1
467,17,1
467,359,1
467,65,1
468,282,1
468,22,1
468,148,1
468,271,1
468,347,1
469,175,1
469,18,1
469,17,1
470,20,1
470,229,1
470,138,1
470,474,1
472,98,1
472,18,1
472,142,1
472,23,1
475,10,1
475,53,1
475,2,1
475,87,1
475,146,1
475,433,1
483,141,1
483,107,1
483,3,1
483,277,1
494,137,1
494,17,1
494,41,1
494,10,1
494,555,1
506,112,1
506,42,1
506,128,1
506,63,1
506,17,1
506,11,1
510,21,1
510,319,1
510,107,1
511,40,1
511,15,1
511,18,1
511,10,1
511,384,1
511,49,1
514,112,1
514,353,1
514,18,1
514,97,1
515,338,1
515,150,1
515,56,1
515,314,1
525,27,1
525,10,1
525,137,1
525,22,1
525,14,1
525,26,1
525,45,1
525,332,1
525,68,1
526,63,1
526,165,1
526,65,1
526,29,1
526,119,1
526,208,1
530,146,1
530,221,1
530,140,1
549,239,1
549,139,1
549,260,1
549,137,1
549,365,1
549,187,1
549,84,1
549,242,1
549,257,1
549,321,1
549,467,1
549,555,1
549,378,1
549,7,1
550,131,1
550,29,1
550,38,1
550,35,1
550,353,1
550,217,1
550,48,1
550,256,1
550,446,1
565,27,1
565,117,1
565,244,1
565,281,1
565,187,1
565,321,1
575,148,1
575,287,1
575,158,1
575,17,1
575,232,1
575,314,1
575,293,1
575,25,1
595,53,1
595,10,1
595,89,1
595,42,1
595,569,1
601,10,1
601,282,1
601,42,1
601,17,1
601,148,1
601,176,1
601,53,1
601,29,1
601,128,1
601,21,1
601,15,1
601,534,1
605,410,1
605,263,1
605,77,1
605,35,1
625,23,1
625,10,1
625,18,1
629,149,1
629,429,1
629,328,1
629,21,1
631,89,1
631,76,1
631,169,1
631,254,1
631,90,1
631,57,1
635,371,1
635,16,1
635,515,1
635,384,1
635,42,1
635,51,1
635,174,1
635,241,1
635,224,1
635,63,1
635,53,1
635,35,1
635,438,1
635,300,1
637,142,1
637,11,1
637,173,1
639,17,1
639,171,1
639,25,1
639,144,1
639,11,1
639,49,1
639,292,1
639,18,1
639,123,1
639,19,1
639,14,1
640,84,1
640,291,1
640,107,1
640,44,1
641,16,1
641,196,1
641,358,1
641,139,1
641,53,1
641,417,1
641,418,1
641,577,1
641,542,1
641,543,1
646,17,1
646,26,1
646,55,1
646,49,1
646,19,1
646,18,1
646,121,1
646,240,1
646,21,1
656,130,1
656,169,1
656,52,1
656,25,1
660,49,1
660,26,1
660,292,1
660,98,1
660,53,1
683,31,1
683,147,1
683,386,1
685,119,1
685,111,1
685,313,1
685,112,1
699,17,1
699,41,1
699,282,1
699,22,1
699,21,1
699,29,1
699,73,1
721,170,1
721,308,1
721,184,1
721,215,1
806,18,1
806,30,1
806,14,1
806,29,1
806,271,1
806,17,1
806,46,1
806,177,1
806,346,1
837,355,1
837,174,1
837,71,1
837,290,1
837,171,1
837,68,1
841,10,1
841,287,1
841,138,1
841,75,1
860,150,1
860,90,1
860,395,1
868,67,1
868,55,1
868,18,1
868,346,1
868,177,1
868,267,1
868,394,1
892,218,1
892,3,1
892,287,1
892,191,1
892,139,1
892,194,1
892,362,1
892,202,1
892,197,1
892,33,1
892,333,1
892,192,1
892,262,1
892,224,1
892,363,1
892,205,1
892,95,1
892,94,1
892,303,1
892,201,1
892,85,1
892,360,1
892,170,1
892,290,1
892,153,1
892,15,1
902,26,1
902,266,1
902,52,1
902,25,1
902,293,1
902,267,1
902,10,1
909,282,1
909,17,1
909,119,1
909,305,1
909,16,1
909,329,1
909,65,1
909,256,1
909,137,1
913,17,1
913,10,1
913,26,1
913,3,1
913,107,1
913,37,1
913,35,1
913,406,1
913,240,1
913,314,1
926,14,1
926,353,1
926,18,1
926,97,1
926,29,1
926,17,1
926,177,1
926,90,1
946,318,1
946,187,1
946,361,1
946,411,1
946,181,1
946,373,1
946,183,1
946,15,1
946,2,1
946,158,1
954,17,1
954,15,1
954,137,1
981,138,1
981,18,1
981,23,1
981,131,1
981,97,1
981,240,1
981,22,1
981,444,1
981,46,1
981,14,1
981,98,1
1019,166,1
1019,11,1
1019,18,1
1019,177,1
1019,37,1
1019,304,1
