39,288,2028,2000,105,450,2335,3633,1374,11,
2336,1704,2028,2690,2105,308,1228,517,3920,3101,
288,2433,2881,2622,3753,1387,2899,2150,3255,2641,
3425,1266,1562,936,2393,1840,1834,1258,216,1810,
2268,104,2676,2095,1589,593,2745,346,3176,2836,
1466,3578,2174,2947,3267,3252,3897,1499,358,2692,
1393,2688,2406,1639,333,1556,2302,1059,122,3298,
1682,172,1704,2310,924,861,2212,3785,1265,2976,
2916,1676,2803,1003,2520,1268,1958,1287,1196,2762,
506,2006,1371,2424,2389,608,2203,506,3712,908,
508,2796,2863,3505,1234,2336,2003,3261,905,2571,
3213,1912,3528,562,1923,3897,2085,688,1485,3213,
42,2144,589,3269,1014,3258,62,1409,1408,1615,
650,3097,3045,2252,2108,379,1735,524,3812,1466,
3500,3703,913,3552,1080,1527,2470,1302,2996,2890,
296,2297,2311,2692,2858,158,1227,2470,3555,2989,
3147,1213,1270,235,3078,2183,1242,1862,1500,1584,
3148,1224,1089,1221,3253,2139,2122,2759,1252,405,
2702,3300,999,2580,1499,2702,3175,3827,2709,2795,
2278,3342,2396,608,1372,1233,2762,368,3635,367,
1476,1214,2916,3051,1372,2513,2038,2406,2551,3785,
2490,3916,2688,1,3157,1220,511,3698,2572,1047,
589,2143,1805,2291,1265,2701,1617,32,10,3211,
1836,480,2738,3118,1396,1302,3148,1904,2324,991,
1693,2106,1221,420,3684,367,1321,2263,3420,2750,
150,3391,2706,3175,34,1479,2804,527,1198,3698,
151,1754,2710,2087,1408,3728,697,1103,1610,688,
1,1259,2406,953,1962,2761,3328,1254,1499,2041,
4,3557,2028,3614,70,912,3916,48,1689,2423,
3006,36,2973,1288,2355,2396,3083,1953,50,1280,
2858,3253,940,260,1304,952,1307,2858,2734,2858,
1621,471,3160,3071,3425,1589,2153,606,2446,1042,
1265,1240,2301,1927,1873,1653,1717,255,539,1256,
733,3527,2231,393,3825,2194,2094,914,1955,2034,
377,1288,208,553,866,3081,50,1210,1208,2692,
3155,32,832,2561,1103,2916,1286,3578,3051,153,
2427,1438,3489,2450,1090,3051,527,1240,2840,1965,
58,2616,3675,2068,1394,2976,1019,30,3481,1,
2712,1027,461,1221,2396,2124,1615,2390,2997,1617,
2429,3623,3755,454,2723,1976,2372,595,1396,2096,
1840,2718,300,783,3927,43,928,2791,2502,2762,
2571,110,1221,17,950,2311,2120,2502,2762,2029,
1916,1894,1378,1689,1222,110,3504,3135,2947,1196,
1488,253,493,2401,2294,2763,929,3412,802,185,
230,2080,648,1840,3005,1556,745,253,2716,267,
1120,1188,350,3477,1061,2162,1231,3398,1280,2427,
161,110,255,1213,2558,2541,1358,1635,588,63,
163,1246,2336,3396,2141,405,3763,3418,662,3893,
1411,3572,1595,3176,2369,3173,1545,1916,1960,3030,
524,2997,1345,1541,2804,2253,3148,300,2947,1197,
1059,2583,110,2390,2289,544,2320,898,3500,830,
527,14,1197,1193,1380,3099,1909,3785,2978,1294,
454,1909,176,1682,3552,110,2064,2802,198,2366,
1701,1955,3821,1594,2717,3257,3753,1676,497,1589,
1274,1206,459,2404,2712,1304,587,1721,1939,2662,
741,595,3070,2092,1320,799,1,968,736,1573,
1704,1197,3354,599,891,2928,2455,1358,337,2019,
1277,1617,3705,2020,112,2969,931,490,1097,898,
2291,188,3928,2422,2806,1207,1653,506,2000,3213,
1639,2617,2581,2524,2965,2908,2752,497,329,2973,
3528,350,3426,344,2302,468,253,2502,786,3269,
2297,1513,377,1356,1617,2798,2048,529,317,1660,
3386,2599,788,1370,3361,153,1253,2802,1320,628,
2006,3747,1999,533,1215,2990,2827,2596,1590,3155,
608,3948,1719,2147,3267,1176,1921,480,1208,3763,
465,296,2495,388,1261,332,3033,2442,3267,3363,
1711,553,3317,104,597,593,1721,2268,1196,1199,
538,2316,3794,2302,1721,1194,3114,2713,2002,3101,
393,282,1895,2146,2167,377,2352,1968,1762,1653,
2442,2885,3173,454,2021,1276,2862,3693,1230,379,
1357,1224,1374,1441,3397,2432,2710,440,2427,2612,
73,1888,231,2371,1199,2145,3213,1952,1016,2265,
3246,1625,3260,2100,707,3617,1954,780,1527,153,
3173,3868,3160,3301,2572,588,1393,1625,1704,3929,
1573,379,1953,587,47,3405,2112,500,32,1961,
105,419,3138,46,3481,2302,2369,1291,3388,344,
1210,2926,2840,2706,1210,1034,1214,2019,3685,1387,
1213,2859,849,1078,3617,1356,508,3362,2000,3684,
253,2654,2868,2311,1199,2793,3219,1288,1635,3175,
3105,1188,353,1297,1037,3897,3385,1358,1968,2028,
3107,1240,480,2987,2759,3062,1912,2020,1580,540,
3250,1257,3706,2091,940,2096,2762,1680,1503,2150,
3252,2629,3811,2443,2253,356,3252,707,1088,2329,
1721,2722,3270,3689,2375,2763,296,1213,1653,2872,
3256,1480,3274,2867,2406,11,3108,1994,3135,2490,
908,3018,3252,1036,915,2542,1222,1221,908,2890,
3257,3683,1358,2916,3572,608,1135,1643,1265,1066,
1653,2889,2622,1095,3702,1196,798,1059,266,3697,
1580,2289,1213,3863,1464,2116,3327,338,2174,3555,
110,1035,319,3769,933,2006,322,1213,3328,457,
111,3298,1231,3424,1882,539,2985,2947,432,953,
3259,2492,596,597,2082,1527,1892,1189,2099,3082,
3186,1193,1704,3300,10,1629,2264,3502,765,2683,
1589,3006,2231,1343,3864,2762,2616,1460,2359,1265,
2023,112,650,3545,1584,1978,1225,3948,3930,3682,
14,2490,1672,2333,1370,1193,1060,1296,605,3108,
2028,2639,480,16,930,1089,3298,2819,1196,736,
337,1266,364,1022,613,1259,588,562,3683,3176,
265,3445,1580,1171,1449,477,2427,1206,2762,3203,
16,451,3861,608,2606,231,1294,2087,7,1227,
266,996,1214,21,125,2908,3386,1591,1955,1193,
17,356,1204,1649,3426,2409,1792,2598,497,3262,
2314,2490,2858,733,2532,1230,2167,969,412,3153,
2600,637,2340,2145,2407,3893,3044,2692,3624,1198,
480,370,377,1673,1061,2858,1734,2359,1719,2524,
