13,3261,5676,800,1899,705,3804,654,5333,3253,5614,2472,1794,1276,2307,3411,392,4362,5504,1736,587,800,1712,5142,2873,2731,442,2701,2027,1224,5972,
15,15,372,83,3842,3540,3192,2271,2941,3904,4510,5522,4378,1448,3705,1552,1794,3471,1835,372,3208,5982,4447,338,2929,4718,1502,1812,3308,2810,3927,
23,2810,1181,4490,2043,676,5107,718,3916,1522,5848,3836,509,1408,2994,2011,1074,2507,1383,801,5289,1812,3836,5759,1835,1183,5838,424,5000,2901,1591,
27,2645,3968,3261,777,4940,3389,1242,1390,2837,3031,3705,424,2271,2883,3175,5671,338,5223,934,4510,5432,2592,1130,1151,2242,27,5758,4933,5153,4989,
29,2016,5039,3041,3424,509,5020,453,1758,1207,2507,2526,5096,5201,2161,2466,1882,5875,3811,5689,4671,302,1676,242,3491,2636,453,2161,161,1094,2031,
31,2507,5107,3816,2016,31,5775,5185,5005,5453,1882,2084,3513,3693,5082,4281,3121,2507,1448,4418,1897,329,801,3576,302,5684,1004,5769,1181,2059,4791,
40,3651,4118,2016,4836,4079,453,4490,5000,183,3550,3476,231,2290,412,5684,4289,1701,1897,2807,5333,1390,1628,4313,4342,752,5657,2643,4930,1291,412,
59,4854,1181,5771,4972,4627,4535,1203,5188,4661,3069,5504,3362,463,2011,4521,3032,3453,1899,3279,713,4161,2994,4071,1737,2645,1712,5096,1736,3026,1224,
83,2764,2541,3925,1287,1125,1303,3026,1376,349,2975,975,2173,5000,1376,1181,1327,4446,4470,2757,5107,2097,5747,1128,3422,5081,676,1441,1248,5631,136,
107,5614,4418,5039,3200,4084,5223,1758,5039,4001,1207,2779,338,3589,1500,107,4084,1897,1223,4738,4940,2786,5617,2894,2894,3422,1244,4447,3905,4661,2323,
110,2567,5797,2050,1448,1002,3048,3524,1301,2939,3674,4611,4510,2824,5766,2063,4446,3585,5848,1676,1655,2810,2016,934,4371,1902,1624,181,5345,752,2173,
112,5371,5580,2466,2164,3470,5096,3476,235,2810,4030,1791,5082,1650,3916,4510,3754,1676,5457,4779,329,429,1203,2609,2972,2781,1391,5848,2617,1034,424,
114,178,2540,2882,5516,1029,4940,5042,4512,329,1287,1740,224,1224,5504,112,5267,4750,509,340,5085,5838,1521,2427,3118,1938,1712,629,1897,3576,5516,
136,2726,3389,4472,302,2164,3513,3200,3200,5107,1897,274,1383,1303,5522,2753,2428,1242,4418,3180,5689,4447,4024,934,1831,4887,3105,4670,3180,3032,2848,
150,2353,2172,3585,2779,3749,4225,5848,975,2691,4452,225,3031,1974,174,2243,2294,2290,4670,161,1502,4418,1521,2994,1676,752,3850,2929,5225,5000,934,
161,1685,1969,2676,2975,1968,3585,5163,5553,170,5815,624,2486,862,4556,2824,181,4624,5580,4054,1758,4001,5015,5677,2595,5371,2643,5081,3958,1352,59,
170,5000,5771,1181,2382,2011,2941,150,4362,4452,1988,715,4446,3208,2781,4447,1181,5085,453,5305,2765,2726,1034,2730,934,1899,1094,3589,5671,2483,2753,
174,910,27,5142,5755,3855,3550,4006,4026,5767,3185,4006,5107,398,3424,392,1335,2142,4815,4585,2041,3425,4362,6021,3550,5333,1812,1181,3540,715,3056,
178,1835,5153,4446,3032,1383,3422,4738,4054,5580,1744,3180,4524,3816,4813,5366,1737,424,3031,2807,1383,2041,4233,1335,5522,2975,5614,4524,3652,714,5081,
181,4887,5142,258,1164,2223,3878,1896,4655,5545,4352,2012,453,2011,5042,975,5889,2323,224,161,2380,220,3425,5085,801,929,1207,5153,3031,5894,1301,
183,2059,2404,2011,685,114,424,150,3648,2320,4671,4837,3476,3693,1851,3524,1835,1303,2731,1291,3890,5005,3576,904,2380,4024,2012,4024,1182,4261,2567,
188,3630,2020,1988,2031,475,1737,5845,5049,2645,4849,225,340,1320,1125,4447,4940,2097,1466,1794,425,2043,4030,2063,3589,5378,1203,5196,1181,904,453,
220,5233,4447,2559,3842,5424,1513,5832,5522,1794,4552,1448,4447,6036,2643,1058,1004,4521,3384,475,3031,729,1497,3558,258,5453,1242,2031,2994,2059,4510,
224,5032,1897,1004,1736,4609,5614,1203,5278,4362,5684,1303,3589,5553,1897,2752,2251,2561,4447,3842,5614,5755,329,4771,752,1712,556,2308,2172,474,4870,
225,3491,1802,3693,5085,2670,3380,3894,5972,15,2882,752,5225,4103,3380,2540,705,225,349,1244,801,5163,1835,181,3974,1366,3069,2016,2506,2020,3001,
231,3878,1988,2097,777,4591,2172,5453,5670,5432,5755,107,2271,2978,107,894,1109,3451,1812,5371,2427,3842,3585,1207,1597,224,1383,4225,5005,5553,4892,
235,1128,685,3705,3576,1696,3315,4854,2807,1624,2012,5522,2967,5107,4771,3389,3470,3576,4940,904,3261,2063,3806,3582,5917,302,424,1790,2567,4591,3294,
237,929,1739,5153,2409,2158,1168,3356,3804,2390,3380,2097,1132,4101,1812,676,2994,4813,2848,975,3754,224,1441,714,2842,3451,4611,2718,5838,3540,1502,
242,2929,2807,3757,2165,2731,2063,5762,2223,3491,4001,27,3356,4524,4837,5143,2898,1206,3652,1737,4030,1466,3200,4556,3308,2967,476,1320,5815,3121,2242,
244,1244,1058,225,2031,5889,1303,1624,2404,2507,3769,4261,2567,4888,910,1701,1701,1481,2848,3689,3689,1383,1383,4662,2376,392,4446,329,1004,6036,4627,
258,1701,1164,5838,712,1812,3171,3399,3705,4561,5345,1058,3576,3940,1812,3769,1684,5617,5797,2050,27,3491,4671,438,3451,1001,1244,2408,3705,302,474,
259,1109,1301,2701,3032,2333,3842,3118,3118,2941,3118,2142,225,2643,2020,1125,3038,2786,1897,2874,1896,4611,3261,4054,5617,1164,3038,714,2068,1074,5371,
260,1203,4006,23,893,4362,5305,1790,1758,2411,1273,3513,3540,1312,4352,5453,2380,5136,800,3453,2294,3940,5893,3894,4687,4491,1752,729,424,3389,2580,
274,4026,1448,2020,1404,429,4655,4161,5142,1301,1712,5305,2242,1335,2764,2666,896,2084,5755,5223,3026,3931,3253,4798,715,5657,2561,1540,1877,2874,476,
289,4418,3087,1552,3558,4750,5163,1758,1181,5201,3622,2223,2541,3874,1004,6021,1974,893,3501,2994,2939,3425,5005,888,3890,4362,2472,5107,3693,2753,587,
302,1737,3491,4989,5972,3751,431,2541,3308,2020,3087,1466,1601,1593,5797,2223,2119,5522,2271,5607,4611,438,724,4104,5657,1676,3308,1502,4507,904,5677,
328,4024,372,1151,1902,3118,2862,712,392,3955,4521,2271,181,3162,15,2063,5767,705,1802,4655,2012,5848,5107,927,349,1851,1206,2564,392,1624,4650,
329,4524,3842,5759,4342,174,3836,3389,5005,3175,2939,5023,757,1029,3524,329,2929,1001,1696,3757,1004,714,1366,1851,1655,1899,3425,2939,1352,5163,4485,
338,2353,3940,3453,4378,2701,3308,5427,2786,1601,3836,3513,2411,225,2380,2873,2873,4512,3622,934,2308,2824,624,2882,1712,1831,1502,2994,5689,5322,5015,
340,4779,2016,5848,4472,2370,4655,5689,1866,5362,235,4837,2892,2290,424,3558,4510,4084,3953,3712,4446,1132,5000,59,2022,1710,2390,4036,1851,5457,438,
